tokens,act_ind,act_inds,obj_inds,state_with_label
"['Rechargeable', 'batteries', 'contain', 'nickel', 'and', 'cadmium', 'which', 'can', 'create', 'an', 'environmental', 'hazard', 'if', 'the', 'batteries', 'are', 'thrown', 'away', 'in', 'a', 'landfill', 'or', 'an', 'incinerator', 'These', 'batteries', 'must', 'be', 'disposed', 'of', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'recycling', 'facility', 'or', 'an', 'electronics', 'retailer', 'that', 'recycles', 'batteries']",28,[28],"[[25], []]","[[-1.43809998  0.24302     0.28780001 ... -0.53067487 28.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.83670557 27.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  1.05659592 26.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Many', 'electronics', 'retailers', 'like', 'Radio', 'Shack', 'or', 'Staples', 'will', 'accept', 'used', 'rechargeable', 'batteries', 'for', 'recycling', 'Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area']",15,[15],"[[16], []]","[[-0.32914001  0.82887    -0.14182    ... -0.03381217 15.
   1.        ]
 [ 0.11092     0.063091    0.32813999 ... -0.65724313 14.
   1.        ]
 [ 0.39905    -0.051744   -0.57878    ... -0.6619314  13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",8,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ... -0.03659334  8.
   1.        ]
 [ 0.          0.          0.         ...  0.34355217  7.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ... -0.1213605   6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",10,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ... -0.03659334 10.
   1.        ]
 [ 0.          0.          0.         ...  0.34355217  9.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ... -0.1213605   8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['These', 'are', 'the', 'kinds', 'of', 'batteries', 'that', 'typically', 'power', 'portable', 'electronics', 'like', 'your', 'mobile', 'phone', 'digital', 'camera', 'tablet', 'or', 'laptop', 'Lithium-ion', 'batteries', 'can', 'be', 'recycled', 'at', 'a', 'recycling', 'center', 'or', 'hazardous', 'waste', 'collection', 'site', 'or', 'donated', 'to', 'refurbishers', 'and', 'recyclers']",24,[24],"[[20, 21], []]","[[-0.60456997  0.50749999 -0.18923    ... -0.2589418  24.
   1.        ]
 [-0.51533002  0.83186001  0.22457001 ...  0.78620541 23.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.35632226 22.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",15,"[15, 27]","[[17, 18], []]","[[-0.038194   -0.24487001  0.72812003 ...  0.14632525 15.
   1.        ]
 [-0.23458    -0.022835   -0.10601    ... -0.23109323 14.
   1.        ]
 [ 0.36274001  0.59846997  0.046718   ...  1.01174307 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",27,"[15, 27]","[[29, 30], []]","[[-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  1.46325245e-01
   2.70000000e+01  1.00000000e+00]
 [-2.34579995e-01 -2.28349995e-02 -1.06009997e-01 ... -2.31093228e-01
   2.60000000e+01  1.00000000e+00]
 [ 3.62740010e-01  5.98469973e-01  4.67180014e-02 ...  1.01174307e+00
   2.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries', 'Dispose', 'of', 'button', 'batteries', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'or', 'recycling', 'facility']",30,[30],"[[32, 33], []]","[[-0.27314001 -0.17828     0.26394001 ... -0.22719267 30.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.51915222 29.
   1.        ]
 [-0.18511    -0.82696003  1.33000004 ...  0.04248445 28.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",20,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ... -0.68148845 20.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.66220492 19.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.28812659 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",22,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ... -0.68148845 22.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.66220492 21.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.28812659 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Stack', 'books', 'vertically', 'and', 'horizontally']",0,[0],"[[1], []]","[[-0.88414001  0.049586   -0.25973001 ... -0.6055249   0.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.04949718  1.
   2.        ]
 [-0.90742999  0.81839001 -0.77908999 ...  0.3262797   2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",12,"[12, 22, 30]","[[15], []]","[[-0.031524    0.44023001 -0.34026    ... -0.74251866 12.
   1.        ]
 [ 0.          0.          0.         ... -0.58280849 11.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ... -0.02439612 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",22,"[12, 22, 30]","[[15], []]","[[-0.031524    0.44023001 -0.34026    ... -0.74251866 22.
   1.        ]
 [ 0.          0.          0.         ... -0.58280849 21.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ... -0.02439612 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",30,"[12, 22, 30]","[[32], []]","[[-3.15239988e-02  4.40230012e-01 -3.40259999e-01 ... -7.42518663e-01
   3.00000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.82808495e-01
   2.90000000e+01  1.00000000e+00]
 [-2.18229994e-01  6.91990018e-01  7.04410017e-01 ... -2.43961178e-02
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf', 'The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright']",29,[29],"[[26], []]","[[-2.63830006e-01  2.63729990e-01 -3.49550009e-01 ...  4.36944813e-01
   2.90000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.19544983e+00
   2.80000000e+01  1.00000000e+00]
 [-1.64649993e-01  7.59679973e-01 -8.04419994e-01 ...  8.91728520e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright', 'Use', 'books', 'as', 'risers', 'on', 'tables']",13,[13],"[[14], []]","[[-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ... -7.05923200e-01
   1.30000000e+01  1.00000000e+00]
 [-1.64649993e-01  7.59679973e-01 -8.04419994e-01 ...  2.49185637e-01
   1.20000000e+01  1.00000000e+00]
 [-4.74209994e-01  5.94839990e-01 -2.82750010e-01 ...  3.47785465e-03
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Use', 'books', 'as', 'risers', 'on', 'tables', 'Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table']",6,[6],"[[9], []]","[[-0.36531001  0.31784999 -0.32047001 ...  0.28116524  6.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.47110301  5.
   1.        ]
 [-0.32721001  0.096446    0.34244001 ... -0.64880818  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table', 'Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books']",17,[17],"[[19, 21], [23]]","[[-2.45059997e-01  4.48100008e-02  3.27899992e-01 ...  9.38654691e-03
   1.70000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  3.18527877e-01
   1.60000000e+01  1.00000000e+00]
 [-8.96210015e-01  8.06630015e-01 -6.90069973e-01 ... -5.71671844e-01
   1.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books', 'Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best']",13,[13],"[[16], []]","[[-9.44510028e-02 -9.60520003e-03  1.79299995e-01 ... -2.09488839e-01
   1.30000000e+01  1.00000000e+00]
 [-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ... -3.06326687e-01
   1.20000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ... -2.99296916e-01
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best', 'Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books']",16,[16],"[[18], []]","[[-0.21946999  0.11521     0.65302002 ... -0.48479384 16.
   1.        ]
 [-0.23769     0.59391999  0.58696997 ...  1.7200644  15.
   1.        ]
 [-0.32914001  0.82887    -0.14182    ...  0.09870119 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",9,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ... -0.10310567  9.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ... -0.93563777  8.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.20625091  7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",20,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ... -0.10310567 20.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ... -0.93563777 19.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.20625091 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books', 'Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass']",19,[19],"[[3], []]","[[-0.23191001  0.61425     0.72978997 ... -0.15237416 19.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ... -0.72997451 18.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ... -1.18007958 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass', 'Pair', 'books', 'with', 'the', 'same', 'color', 'scheme']",22,[22],"[[23], []]","[[-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ... -5.69756508e-01
   2.20000000e+01  1.00000000e+00]
 [-1.01310000e-01  1.09410003e-01  2.40649998e-01 ... -4.70646411e-01
   2.10000000e+01  1.00000000e+00]
 [-2.18630001e-01 -4.26640004e-01  5.19599974e-01 ... -3.67623478e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
