tokens,act_ind,act_inds,obj_inds,state_with_label
"['Rechargeable', 'batteries', 'contain', 'nickel', 'and', 'cadmium', 'which', 'can', 'create', 'an', 'environmental', 'hazard', 'if', 'the', 'batteries', 'are', 'thrown', 'away', 'in', 'a', 'landfill', 'or', 'an', 'incinerator', 'These', 'batteries', 'must', 'be', 'disposed', 'of', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'recycling', 'facility', 'or', 'an', 'electronics', 'retailer', 'that', 'recycles', 'batteries']",28,[28],"[[25], []]","[[-1.32400006e-01 -1.11000001e-01  6.06000014e-02 ...  1.46100000e-01
   2.80000000e+01  1.00000000e+00]
 [-6.99999975e-04  1.95000004e-02 -1.27499998e-01 ... -1.86999999e-02
   2.70000000e+01  1.00000000e+00]
 [ 2.23999992e-02 -1.15999999e-02 -3.88999991e-02 ... -6.41999990e-02
   2.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Many', 'electronics', 'retailers', 'like', 'Radio', 'Shack', 'or', 'Staples', 'will', 'accept', 'used', 'rechargeable', 'batteries', 'for', 'recycling', 'Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area']",15,[15],"[[16], []]","[[-5.31999990e-02  8.79999995e-03 -3.48000005e-02 ...  1.13499999e-01
   1.50000000e+01  1.00000000e+00]
 [ 2.52000000e-02 -1.04000000e-02 -1.88600004e-01 ...  9.91000012e-02
   1.40000000e+01  1.00000000e+00]
 [ 5.38000017e-02 -2.00999994e-02 -1.32900000e-01 ... -2.96999998e-02
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",8,"[8, 10]","[[11, 12], []]","[[-0.0332  0.033   0.1812 ...  0.1675  8.      1.    ]
 [ 0.      0.      0.     ...  0.      7.      1.    ]
 [-0.0195  0.0391 -0.0573 ... -0.0183  6.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",10,"[8, 10]","[[11, 12], []]","[[-0.0332  0.033   0.1812 ...  0.1675 10.      1.    ]
 [ 0.      0.      0.     ...  0.      9.      1.    ]
 [-0.0195  0.0391 -0.0573 ... -0.0183  8.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['These', 'are', 'the', 'kinds', 'of', 'batteries', 'that', 'typically', 'power', 'portable', 'electronics', 'like', 'your', 'mobile', 'phone', 'digital', 'camera', 'tablet', 'or', 'laptop', 'Lithium-ion', 'batteries', 'can', 'be', 'recycled', 'at', 'a', 'recycling', 'center', 'or', 'hazardous', 'waste', 'collection', 'site', 'or', 'donated', 'to', 'refurbishers', 'and', 'recyclers']",24,[24],"[[20, 21], []]","[[ 7.99999982e-02 -3.29999998e-02 -1.04500003e-01 ...  3.66000012e-02
   2.40000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   2.30000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   2.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",15,"[15, 27]","[[17, 18], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   1.50000000e+01  1.00000000e+00]
 [ 2.11899996e-01 -1.41499996e-01  1.47000000e-01 ...  2.96000000e-02
   1.40000000e+01  1.00000000e+00]
 [-8.82000029e-02 -1.04999999e-02  1.59000009e-02 ...  4.67000008e-02
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",27,"[15, 27]","[[29, 30], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   2.70000000e+01  1.00000000e+00]
 [ 2.11899996e-01 -1.41499996e-01  1.47000000e-01 ...  2.96000000e-02
   2.60000000e+01  1.00000000e+00]
 [-8.82000029e-02 -1.04999999e-02  1.59000009e-02 ...  4.67000008e-02
   2.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries', 'Dispose', 'of', 'button', 'batteries', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'or', 'recycling', 'facility']",30,[30],"[[32, 33], []]","[[-3.31999995e-02  3.29999998e-02  1.81199998e-01 ...  1.67500004e-01
   3.00000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   2.90000000e+01  1.00000000e+00]
 [-9.89999995e-02 -1.09999999e-03 -2.21999995e-02 ... -1.75000001e-02
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",20,"[20, 22]","[[24, 25], []]","[[ 9.29000005e-02 -9.35000032e-02 -1.13499999e-01 ...  1.40200004e-01
   2.00000000e+01  1.00000000e+00]
 [-6.99999975e-04  1.95000004e-02 -1.27499998e-01 ... -1.86999999e-02
   1.90000000e+01  1.00000000e+00]
 [ 2.23999992e-02 -1.15999999e-02 -3.88999991e-02 ... -6.41999990e-02
   1.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",22,"[20, 22]","[[24, 25], []]","[[ 9.29000005e-02 -9.35000032e-02 -1.13499999e-01 ...  1.40200004e-01
   2.20000000e+01  1.00000000e+00]
 [-6.99999975e-04  1.95000004e-02 -1.27499998e-01 ... -1.86999999e-02
   2.10000000e+01  1.00000000e+00]
 [ 2.23999992e-02 -1.15999999e-02 -3.88999991e-02 ... -6.41999990e-02
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Stack', 'books', 'vertically', 'and', 'horizontally']",0,[0],"[[1], []]","[[-0.1982 -0.252   0.0239 ... -0.      0.      1.    ]
 [-0.2157  0.056   0.0337 ... -0.0707  1.      2.    ]
 [-0.0936  0.0403  0.0181 ... -0.0491  2.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",12,"[12, 22, 30]","[[15], []]","[[-2.22200006e-01  7.73999989e-02 -8.78000036e-02 ... -1.30099997e-01
   1.20000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   1.10000000e+01  1.00000000e+00]
 [-4.49999981e-03 -4.78999987e-02 -2.29000002e-02 ... -2.22999994e-02
   1.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",22,"[12, 22, 30]","[[15], []]","[[-2.22200006e-01  7.73999989e-02 -8.78000036e-02 ... -1.30099997e-01
   2.20000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   2.10000000e+01  1.00000000e+00]
 [-4.49999981e-03 -4.78999987e-02 -2.29000002e-02 ... -2.22999994e-02
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",30,"[12, 22, 30]","[[32], []]","[[-2.22200006e-01  7.73999989e-02 -8.78000036e-02 ... -1.30099997e-01
   3.00000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   2.90000000e+01  1.00000000e+00]
 [-4.49999981e-03 -4.78999987e-02 -2.29000002e-02 ... -2.22999994e-02
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf', 'The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright']",29,[29],"[[26], []]","[[-1.77900001e-01  9.47000012e-02  1.13799997e-01 ... -5.79000004e-02
   2.90000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   2.80000000e+01  1.00000000e+00]
 [-7.97000006e-02  7.93000013e-02 -5.71999997e-02 ... -1.24499999e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright', 'Use', 'books', 'as', 'risers', 'on', 'tables']",13,[13],"[[14], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   1.30000000e+01  1.00000000e+00]
 [-7.97000006e-02  7.93000013e-02 -5.71999997e-02 ... -1.24499999e-01
   1.20000000e+01  1.00000000e+00]
 [-1.27200007e-01 -8.52999985e-02  1.70000002e-03 ... -1.15999999e-02
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Use', 'books', 'as', 'risers', 'on', 'tables', 'Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table']",6,[6],"[[9], []]","[[-0.032       0.16230001 -0.0342     ...  0.0406      6.
   1.        ]
 [-0.2157      0.056       0.0337     ... -0.0707      5.
   1.        ]
 [ 0.0722      0.0234      0.1109     ...  0.0082      4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table', 'Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books']",17,[17],"[[19, 21], [23]]","[[ 1.36600003e-01  1.21500000e-01  1.02600001e-01 ...  1.09999999e-03
   1.70000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   1.60000000e+01  1.00000000e+00]
 [ 1.66999996e-02 -6.88000023e-02 -3.84999998e-02 ... -5.42000011e-02
   1.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
