tokens,act_ind,act_inds,obj_inds,state_with_label
"['Rechargeable', 'batteries', 'contain', 'nickel', 'and', 'cadmium', 'which', 'can', 'create', 'an', 'environmental', 'hazard', 'if', 'the', 'batteries', 'are', 'thrown', 'away', 'in', 'a', 'landfill', 'or', 'an', 'incinerator', 'These', 'batteries', 'must', 'be', 'disposed', 'of', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'recycling', 'facility', 'or', 'an', 'electronics', 'retailer', 'that', 'recycles', 'batteries']",28,[28],"[[25], []]","[[-1.43809998  0.24302     0.28780001 ... -0.10319836 28.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.20047233 27.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.45874083 26.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Many', 'electronics', 'retailers', 'like', 'Radio', 'Shack', 'or', 'Staples', 'will', 'accept', 'used', 'rechargeable', 'batteries', 'for', 'recycling', 'Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area']",15,[15],"[[16], []]","[[-3.29140007e-01  8.28869998e-01 -1.41819999e-01 ...  3.46318811e-01
   1.50000000e+01  1.00000000e+00]
 [ 1.10919997e-01  6.30910024e-02  3.28139991e-01 ...  6.19569063e-01
   1.40000000e+01  1.00000000e+00]
 [ 3.99049997e-01 -5.17439991e-02 -5.78779995e-01 ... -8.74185935e-03
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",8,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ... -0.06634621  8.
   1.        ]
 [ 0.          0.          0.         ...  0.23263998  7.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ... -0.03284795  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",10,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ... -0.06634621 10.
   1.        ]
 [ 0.          0.          0.         ...  0.23263998  9.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ... -0.03284795  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['These', 'are', 'the', 'kinds', 'of', 'batteries', 'that', 'typically', 'power', 'portable', 'electronics', 'like', 'your', 'mobile', 'phone', 'digital', 'camera', 'tablet', 'or', 'laptop', 'Lithium-ion', 'batteries', 'can', 'be', 'recycled', 'at', 'a', 'recycling', 'center', 'or', 'hazardous', 'waste', 'collection', 'site', 'or', 'donated', 'to', 'refurbishers', 'and', 'recyclers']",24,[24],"[[20, 21], []]","[[-0.60456997  0.50749999 -0.18923    ...  0.14133301 24.
   1.        ]
 [-0.51533002  0.83186001  0.22457001 ...  0.09676784 23.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.5782578  22.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",15,"[15, 27]","[[17, 18], []]","[[-0.038194   -0.24487001  0.72812003 ...  0.44306177 15.
   1.        ]
 [-0.23458    -0.022835   -0.10601    ...  0.66290826 14.
   1.        ]
 [ 0.36274001  0.59846997  0.046718   ... -0.2973302  13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",27,"[15, 27]","[[29, 30], []]","[[-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.43061769e-01
   2.70000000e+01  1.00000000e+00]
 [-2.34579995e-01 -2.28349995e-02 -1.06009997e-01 ...  6.62908256e-01
   2.60000000e+01  1.00000000e+00]
 [ 3.62740010e-01  5.98469973e-01  4.67180014e-02 ... -2.97330201e-01
   2.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries', 'Dispose', 'of', 'button', 'batteries', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'or', 'recycling', 'facility']",30,[30],"[[32, 33], []]","[[-0.27314001 -0.17828     0.26394001 ...  0.24038488 30.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.49883968 29.
   1.        ]
 [-0.18511    -0.82696003  1.33000004 ... -0.07119699 28.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",20,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ...  0.62525159 20.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.21161288 19.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.43360707 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",22,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ...  0.62525159 22.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.21161288 21.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.43360707 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Stack', 'books', 'vertically', 'and', 'horizontally']",0,[0],"[[1], []]","[[-0.88414001  0.049586   -0.25973001 ...  0.22818239  0.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.43256098  1.
   2.        ]
 [-0.90742999  0.81839001 -0.77908999 ...  0.51764387  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",12,"[12, 22, 30]","[[15], []]","[[-0.031524    0.44023001 -0.34026    ... -0.01996736 12.
   1.        ]
 [ 0.          0.          0.         ...  1.21420991 11.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ...  0.2246649  10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",22,"[12, 22, 30]","[[15], []]","[[-3.15239988e-02  4.40230012e-01 -3.40259999e-01 ... -1.99673586e-02
   2.20000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.21420991e+00
   2.10000000e+01  1.00000000e+00]
 [-2.18229994e-01  6.91990018e-01  7.04410017e-01 ...  2.24664897e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",30,"[12, 22, 30]","[[32], []]","[[-3.15239988e-02  4.40230012e-01 -3.40259999e-01 ... -1.99673586e-02
   3.00000000e+01  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.21420991e+00
   2.90000000e+01  1.00000000e+00]
 [-2.18229994e-01  6.91990018e-01  7.04410017e-01 ...  2.24664897e-01
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf', 'The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright']",29,[29],"[[26], []]","[[-2.63830006e-01  2.63729990e-01 -3.49550009e-01 ...  1.46885246e-01
   2.90000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.17104745e+00
   2.80000000e+01  1.00000000e+00]
 [-1.64649993e-01  7.59679973e-01 -8.04419994e-01 ...  8.99771273e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright', 'Use', 'books', 'as', 'risers', 'on', 'tables']",13,[13],"[[14], []]","[[-0.038194   -0.24487001  0.72812003 ...  0.39068142 13.
   1.        ]
 [-0.16464999  0.75967997 -0.80441999 ...  0.76766133 12.
   1.        ]
 [-0.47420999  0.59483999 -0.28275001 ... -0.08309368 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Use', 'books', 'as', 'risers', 'on', 'tables', 'Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table']",6,[6],"[[9], []]","[[-0.36531001  0.31784999 -0.32047001 ...  0.12972084  6.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ... -0.11245498  5.
   1.        ]
 [-0.32721001  0.096446    0.34244001 ... -0.52694279  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table', 'Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books']",17,[17],"[[19, 21], [23]]","[[-0.24506     0.04481     0.32789999 ... -0.27607346 17.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.91153383 16.
   1.        ]
 [-0.89621001  0.80663002 -0.69006997 ...  0.6768409  15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books', 'Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best']",13,[13],"[[16], []]","[[-9.44510028e-02 -9.60520003e-03  1.79299995e-01 ...  1.61906421e-01
   1.30000000e+01  1.00000000e+00]
 [-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ... -2.73074526e-02
   1.20000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  7.75162220e-01
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best', 'Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books']",16,[16],"[[18], []]","[[-0.21946999  0.11521     0.65302002 ... -0.40293857 16.
   1.        ]
 [-0.23769     0.59391999  0.58696997 ...  0.19580516 15.
   1.        ]
 [-0.32914001  0.82887    -0.14182    ...  0.29176596 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",9,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ...  0.30480093  9.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.69050843  8.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.12596545  7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",20,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ...  0.30480093 20.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.69050843 19.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.12596545 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books', 'Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass']",19,[19],"[[3], []]","[[-0.23191001  0.61425     0.72978997 ...  0.50057447 19.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ...  0.18048248 18.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.60659248 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass', 'Pair', 'books', 'with', 'the', 'same', 'color', 'scheme']",22,[22],"[[23], []]","[[-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ...  2.82042995e-02
   2.20000000e+01  1.00000000e+00]
 [-1.01310000e-01  1.09410003e-01  2.40649998e-01 ... -5.75491786e-01
   2.10000000e+01  1.00000000e+00]
 [-2.18630001e-01 -4.26640004e-01  5.19599974e-01 ...  5.02909780e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
