tokens,act_ind,act_inds,obj_inds,state_with_label
"['Rechargeable', 'batteries', 'contain', 'nickel', 'and', 'cadmium', 'which', 'can', 'create', 'an', 'environmental', 'hazard', 'if', 'the', 'batteries', 'are', 'thrown', 'away', 'in', 'a', 'landfill', 'or', 'an', 'incinerator', 'These', 'batteries', 'must', 'be', 'disposed', 'of', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'recycling', 'facility', 'or', 'an', 'electronics', 'retailer', 'that', 'recycles', 'batteries']",28,[28],"[[25], []]","[[-1.43809998  0.24302     0.28780001 ... -0.18495621 28.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.03615073 27.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.06455833 26.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Many', 'electronics', 'retailers', 'like', 'Radio', 'Shack', 'or', 'Staples', 'will', 'accept', 'used', 'rechargeable', 'batteries', 'for', 'recycling', 'Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area']",15,[15],"[[16], []]","[[-0.32914001  0.82887    -0.14182    ...  0.19866768 15.
   1.        ]
 [ 0.11092     0.063091    0.32813999 ...  0.42060483 14.
   1.        ]
 [ 0.39905    -0.051744   -0.57878    ... -0.37947303 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",8,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ...  0.22723822  8.
   1.        ]
 [ 0.          0.          0.         ... -0.13227047  7.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ...  0.40800086  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Check', 'Earth911com', 'for', 'participating', 'retailers', 'in', 'your', 'area', 'Donate', 'or', 'recycle', 'lithium-ion', 'batteries']",10,"[8, 10]","[[11, 12], []]","[[-0.27314001 -0.17828     0.26394001 ...  0.22723822 10.
   1.        ]
 [ 0.          0.          0.         ... -0.13227047  9.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ...  0.40800086  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['These', 'are', 'the', 'kinds', 'of', 'batteries', 'that', 'typically', 'power', 'portable', 'electronics', 'like', 'your', 'mobile', 'phone', 'digital', 'camera', 'tablet', 'or', 'laptop', 'Lithium-ion', 'batteries', 'can', 'be', 'recycled', 'at', 'a', 'recycling', 'center', 'or', 'hazardous', 'waste', 'collection', 'site', 'or', 'donated', 'to', 'refurbishers', 'and', 'recyclers']",24,[24],"[[20, 21], []]","[[-6.04569972e-01  5.07499993e-01 -1.89229995e-01 ...  2.37836689e-01
   2.40000000e+01  1.00000000e+00]
 [-5.15330017e-01  8.31860006e-01  2.24570006e-01 ...  2.02931836e-02
   2.30000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  1.15675703e-02
   2.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",15,"[15, 27]","[[17, 18], []]","[[-0.038194   -0.24487001  0.72812003 ...  0.06286553 15.
   1.        ]
 [-0.23458    -0.022835   -0.10601    ... -0.13374516 14.
   1.        ]
 [ 0.36274001  0.59846997  0.046718   ...  0.08715332 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['The', 'SSM', 'program', 'encourages', 'companies', 'to', 'recycle', 'and', 'refurbish', 'lithium', 'batteries', 'and', 'other', 'electronic', 'components', 'Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries']",27,"[15, 27]","[[29, 30], []]","[[-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  6.28655329e-02
   2.70000000e+01  1.00000000e+00]
 [-2.34579995e-01 -2.28349995e-02 -1.06009997e-01 ... -1.33745164e-01
   2.60000000e+01  1.00000000e+00]
 [ 3.62740010e-01  5.98469973e-01  4.67180014e-02 ...  8.71533155e-02
   2.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Check', 'the', 'EPA', 'website', 'for', 'a', 'list', 'of', 'participating', 'businesses', 'here', 'httpswwwepagovrecycleelectronics-donation-and-recycling', 'Check', 'with', 'electronics', 'retailers', 'in', 'your', 'area', 'to', 'find', 'out', 'if', 'they', 'will', 'accept', 'donations', 'of', 'lithium-ion', 'batteries', 'Dispose', 'of', 'button', 'batteries', 'at', 'a', 'hazardous', 'waste', 'collection', 'site', 'or', 'recycling', 'facility']",30,[30],"[[32, 33], []]","[[-0.27314001 -0.17828     0.26394001 ...  0.03448508 30.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.17725074 29.
   1.        ]
 [-0.18511    -0.82696003  1.33000004 ... -0.37242252 28.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",20,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ...  0.2392914  20.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.05378497 19.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.04540575 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Button', 'batteries', 'contain', 'extremely', 'toxic', 'materials', 'and', 'should', 'never', 'be', 'disposed', 'of', 'in', 'the', 'trash', 'You', 'may', 'be', 'able', 'to', 'recycle', 'or', 'dispose', 'of', 'button', 'batteries', 'at', 'some', 'electronics', 'retailers']",22,"[20, 22]","[[24, 25], []]","[[-0.80912    -0.54329002  0.53498    ...  0.2392914  22.
   1.        ]
 [-1.46539998  0.049887    0.46934    ...  0.05378497 21.
   1.        ]
 [-0.70806003  0.63240999  0.13933    ...  0.04540575 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Stack', 'books', 'vertically', 'and', 'horizontally']",0,[0],"[[1], []]","[[-0.88414001  0.049586   -0.25973001 ...  0.12311247  0.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.08270161  1.
   2.        ]
 [-0.90742999  0.81839001 -0.77908999 ...  0.3076776   2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",12,"[12, 22, 30]","[[15], []]","[[-0.031524    0.44023001 -0.34026    ...  0.14831163 12.
   1.        ]
 [ 0.          0.          0.         ... -0.08774618 11.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ...  0.24786115 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",22,"[12, 22, 30]","[[15], []]","[[-0.031524    0.44023001 -0.34026    ...  0.14831163 22.
   1.        ]
 [ 0.          0.          0.         ... -0.08774618 21.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ...  0.24786115 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Books', 'don’t', 'all', 'have', 'to', 'be', 'lined', 'up', 'horizontally', 'along', 'a', 'shelf', 'Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf']",30,"[12, 22, 30]","[[32], []]","[[-0.031524    0.44023001 -0.34026    ...  0.14831163 30.
   1.        ]
 [ 0.          0.          0.         ... -0.08774618 29.
   1.        ]
 [-0.21822999  0.69199002  0.70441002 ...  0.24786115 28.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Create', 'a', 'vertical', 'stack', 'of', 'two', 'or', 'three', 'books', 'and', 'place', 'it', 'beside', 'your', 'lined', 'up', 'books', 'to', 'create', 'some', 'variation', 'along', 'the', 'shelf', 'The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright']",29,[29],"[[26], []]","[[-2.63830006e-01  2.63729990e-01 -3.49550009e-01 ... -3.09506245e-02
   2.90000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  4.21651930e-01
   2.80000000e+01  1.00000000e+00]
 [-1.64649993e-01  7.59679973e-01 -8.04419994e-01 ...  4.10734564e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'vertical', 'stacks', 'can', 'also', 'serve', 'as', 'bookends', 'to', 'hold', 'the', 'others', 'upright', 'Use', 'books', 'as', 'risers', 'on', 'tables']",13,[13],"[[14], []]","[[-0.038194   -0.24487001  0.72812003 ...  0.27647537 13.
   1.        ]
 [-0.16464999  0.75967997 -0.80441999 ...  0.47953606 12.
   1.        ]
 [-0.47420999  0.59483999 -0.28275001 ...  0.09536375 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Use', 'books', 'as', 'risers', 'on', 'tables', 'Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table']",6,[6],"[[9], []]","[[-0.36531001  0.31784999 -0.32047001 ... -0.09051092  6.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.20495655  5.
   1.        ]
 [-0.32721001  0.096446    0.34244001 ...  0.08875477  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Place', 'a', 'small', 'stack', 'of', 'two', 'or', 'three', 'books', 'on', 'a', 'side', 'table', 'or', 'coffee', 'table', 'Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books']",17,[17],"[[19, 21], [23]]","[[-0.24506     0.04481     0.32789999 ... -0.2593171  17.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.2467297  16.
   1.        ]
 [-0.89621001  0.80663002 -0.69006997 ...  0.10738119 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Then', 'put', 'a', 'lamp', 'small', 'clock', 'or', 'candlestick', 'on', 'top', 'of', 'the', 'books', 'Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best']",13,[13],"[[16], []]","[[-9.44510028e-02 -9.60520003e-03  1.79299995e-01 ... -3.21641296e-01
   1.30000000e+01  1.00000000e+00]
 [-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ... -2.89026052e-01
   1.20000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.49822861e-01
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Change', 'how', 'many', 'books', 'are', 'in', 'the', 'stack', 'until', 'you', 'find', 'the', 'level', 'you', 'like', 'best', 'Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books']",16,[16],"[[18], []]","[[-0.21946999  0.11521     0.65302002 ...  0.14519389 16.
   1.        ]
 [-0.23769     0.59391999  0.58696997 ...  0.16686715 15.
   1.        ]
 [-0.32914001  0.82887    -0.14182    ... -0.41041574 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",9,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ... -0.05882246  9.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.05167198  8.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.27136949  7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Find', 'large', 'books', 'to', 'use', 'as', 'coffee', 'table', 'books', 'Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books']",20,"[9, 20]","[[12], []]","[[-0.13778     0.47448     0.30845001 ... -0.05882246 20.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.05167198 19.
   1.        ]
 [-0.031524    0.44023001 -0.34026    ...  0.27136949 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Look', 'for', 'large', 'books', 'like', 'old', 'atlases', 'almanacs', 'or', 'textbooks', 'and', 'place', 'these', 'on', 'tables', 'as', 'coffee', 'table', 'books', 'Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass']",19,[19],"[[3], []]","[[-0.23191001  0.61425     0.72978997 ...  0.18928514 19.
   1.        ]
 [-0.14401001  0.32554001  0.14257    ...  0.27213639 18.
   1.        ]
 [-0.87364     1.10510004 -0.71977001 ...  0.05697657 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Put', 'them', 'on', 'a', 'large', 'tray', 'with', 'a', 'vase', 'of', 'flowers', 'and', 'an', 'interesting', 'object', 'like', 'a', 'vintage', 'magnifying', 'glass', 'or', 'compass', 'Pair', 'books', 'with', 'the', 'same', 'color', 'scheme']",22,[22],"[[23], []]","[[-3.75389993e-01 -1.65810008e-02 -8.66930000e-03 ... -3.24300349e-01
   2.20000000e+01  1.00000000e+00]
 [-1.01310000e-01  1.09410003e-01  2.40649998e-01 ...  3.47433478e-01
   2.10000000e+01  1.00000000e+00]
 [-2.18630001e-01 -4.26640004e-01  5.19599974e-01 ... -1.31970644e-03
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
