tokens,act_ind,act_inds,obj_inds,state_with_label
"['Pour', 'the', 'hash', 'brown', 'mixture', 'into', 'your', 'slow', 'cooker', 'and', 'put', 'the', 'cover', 'on', 'Turn', 'the', 'slow', 'cooker', 'on', 'high', 'and', 'leave', 'for', '1', 'to', '1.5', 'hours']",21,"[14, 21]","[[17], []]","[[-0.81484002  0.54295999 -0.89984    ...  0.02849151 21.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.28598905 20.
   1.        ]
 [-0.88252002 -0.12418    -0.50915003 ...  0.23076293 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Turn', 'the', 'slow', 'cooker', 'on', 'high', 'and', 'leave', 'for', '1', 'to', '1.5', 'hours', 'After', 'this', 'turn', 'the', 'heat', 'to', 'low', 'and', 'leave', 'it', 'on', 'for', '2.5', 'hours', 'longer']",15,"[15, 21]","[[17], []]","[[-8.52499977e-02  2.10849997e-02  3.09650004e-01 ...  7.68218279e-01
   1.50000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.99259293e-01
   1.40000000e+01  1.00000000e+00]
 [-5.00599980e-01  1.88030005e-01  5.42300008e-02 ...  8.44872184e-03
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Turn', 'the', 'slow', 'cooker', 'on', 'high', 'and', 'leave', 'for', '1', 'to', '1.5', 'hours', 'After', 'this', 'turn', 'the', 'heat', 'to', 'low', 'and', 'leave', 'it', 'on', 'for', '2.5', 'hours', 'longer']",21,"[15, 21]","[[3], []]","[[-8.52499977e-02  2.10849997e-02  3.09650004e-01 ...  7.68218279e-01
   2.10000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.99259293e-01
   2.00000000e+01  1.00000000e+00]
 [-5.00599980e-01  1.88030005e-01  5.42300008e-02 ...  8.44872184e-03
   1.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['After', 'this', 'turn', 'the', 'heat', 'to', 'low', 'and', 'leave', 'it', 'on', 'for', '2.5', 'hours', 'longer', 'Turn', 'off', 'slow', 'cooker', 'and', 'serve', 'right', 'away']",15,"[15, 20]","[[18], []]","[[ 0.37711    -0.34470999  0.13405    ...  0.51541114 15.
   1.        ]
 [-0.57058001  0.44183001  0.70102    ...  0.21192646 14.
   1.        ]
 [-0.08525     0.021085    0.30965    ...  0.98279005 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['After', 'this', 'turn', 'the', 'heat', 'to', 'low', 'and', 'leave', 'it', 'on', 'for', '2.5', 'hours', 'longer', 'Turn', 'off', 'slow', 'cooker', 'and', 'serve', 'right', 'away']",20,"[15, 20]","[[-1], []]","[[ 0.37711    -0.34470999  0.13405    ...  0.51541114 20.
   1.        ]
 [-0.57058001  0.44183001  0.70102    ...  0.21192646 19.
   1.        ]
 [-0.08525     0.021085    0.30965    ...  0.98279005 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Turn', 'off', 'slow', 'cooker', 'and', 'serve', 'right', 'away', 'Keep', 'on', 'warm', 'if', 'you', 'plan', 'on', 'waiting', 'to', 'enjoy', 'for', 'a', 'little', 'bit', 'longer']",8,[8],"[[10], []]","[[-0.08525     0.021085    0.30965    ...  0.75961089  8.
   1.        ]
 [-0.29462001 -0.20737     0.49109    ...  0.5132733   7.
   1.        ]
 [-0.50059998  0.18803     0.05423    ...  0.26692808  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Keep', 'on', 'warm', 'if', 'you', 'plan', 'on', 'waiting', 'to', 'enjoy', 'for', 'a', 'little', 'bit', 'longer', ""It's"", 'best', 'when', 'served', 'with', 'scrambled', 'eggs']",18,[18],"[[21], []]","[[-0.24154    -0.1409      0.27833    ...  0.4440428  18.
   1.        ]
 [-0.21863    -0.42664     0.51959997 ...  0.25264442 17.
   1.        ]
 [-1.06729996  0.60864002  0.39139    ...  0.63382232 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"[""It's"", 'best', 'when', 'served', 'with', 'scrambled', 'eggs', 'If', 'you', 'want', 'to', 'add', 'something', 'unique', 'to', 'this', 'recipe', 'add', 'your', 'favorite', 'vegetables']",11,"[11, 17]","[[12], []]","[[ 0.          0.          0.         ...  0.52036566 11.
   1.        ]
 [ 0.13888     0.19702999  0.69613999 ...  0.14082955 10.
   1.        ]
 [ 0.073242    0.11134     0.62281001 ...  0.46001703  9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"[""It's"", 'best', 'when', 'served', 'with', 'scrambled', 'eggs', 'If', 'you', 'want', 'to', 'add', 'something', 'unique', 'to', 'this', 'recipe', 'add', 'your', 'favorite', 'vegetables']",17,"[11, 17]","[[20], []]","[[ 0.          0.          0.         ...  0.52036566 17.
   1.        ]
 [ 0.13888     0.19702999  0.69613999 ...  0.14082955 16.
   1.        ]
 [ 0.073242    0.11134     0.62281001 ...  0.46001703 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'want', 'to', 'add', 'something', 'unique', 'to', 'this', 'recipe', 'add', 'your', 'favorite', 'vegetables', ""It's"", 'generally', 'best', 'to', 'use', 'soft', 'vegetables', 'or', 'those', 'that', 'have', 'been', 'slightly', 'cooked', 'before', 'you', 'add', 'them']",18,"[18, 30]","[[20], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ... -7.29976222e-04
   1.80000000e+01  1.00000000e+00]
 [-4.98860002e-01  7.66020000e-01  8.97509992e-01 ...  5.08341312e-01
   1.70000000e+01  1.00000000e+00]
 [-1.71240002e-01  5.64469993e-01  3.46670002e-01 ...  1.45320103e-01
   1.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'you', 'want', 'to', 'add', 'something', 'unique', 'to', 'this', 'recipe', 'add', 'your', 'favorite', 'vegetables', ""It's"", 'generally', 'best', 'to', 'use', 'soft', 'vegetables', 'or', 'those', 'that', 'have', 'been', 'slightly', 'cooked', 'before', 'you', 'add', 'them']",30,"[18, 30]","[[20], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ... -7.29976222e-04
   3.00000000e+01  1.00000000e+00]
 [-4.98860002e-01  7.66020000e-01  8.97509992e-01 ...  5.08341312e-01
   2.90000000e+01  1.00000000e+00]
 [-1.71240002e-01  5.64469993e-01  3.46670002e-01 ...  1.45320103e-01
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Broccoli', 'and', 'cheese', 'work', 'well', 'together', 'but', 'peppers', 'also', 'taste', 'great', 'You', 'can', 'also', 'add', 'in', 'cooked', 'sausage', 'or', 'bacon', 'if', 'you', 'want', 'some', 'meat', 'in', 'the', 'dish']",14,[14],"[[17], [19]]","[[-1.71599999e-01  1.00259995e+00  1.33260004e-02 ...  5.10300517e-01
   1.40000000e+01  1.00000000e+00]
 [-7.19529986e-02  2.31270000e-01  2.37310007e-02 ...  2.01652437e-01
   1.30000000e+01  1.00000000e+00]
 [-6.37120008e-01  6.05149984e-01 -1.93169996e-01 ...  4.03235033e-02
   1.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['You', 'can', 'also', 'add', 'in', 'cooked', 'sausage', 'or', 'bacon', 'if', 'you', 'want', 'some', 'meat', 'in', 'the', 'dish', 'Just', 'make', 'sure', 'that', 'the', 'meat', 'you', 'add', 'is', 'already', 'cooked', 'before', ""it's"", 'put', 'in']",24,"[24, 27, 30]","[[22], []]","[[-0.49886     0.76602     0.89750999 ...  0.37638271 24.
   1.        ]
 [-0.71766001  0.80870998  0.31867999 ...  0.64048314 23.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.32506919 22.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['You', 'can', 'also', 'add', 'in', 'cooked', 'sausage', 'or', 'bacon', 'if', 'you', 'want', 'some', 'meat', 'in', 'the', 'dish', 'Just', 'make', 'sure', 'that', 'the', 'meat', 'you', 'add', 'is', 'already', 'cooked', 'before', ""it's"", 'put', 'in']",27,"[24, 27, 30]","[[22], []]","[[-0.49886     0.76602     0.89750999 ...  0.37638271 27.
   1.        ]
 [-0.71766001  0.80870998  0.31867999 ...  0.64048314 26.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.32506919 25.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['You', 'can', 'also', 'add', 'in', 'cooked', 'sausage', 'or', 'bacon', 'if', 'you', 'want', 'some', 'meat', 'in', 'the', 'dish', 'Just', 'make', 'sure', 'that', 'the', 'meat', 'you', 'add', 'is', 'already', 'cooked', 'before', ""it's"", 'put', 'in']",30,"[24, 27, 30]","[[22], []]","[[-0.49886     0.76602     0.89750999 ...  0.37638271 30.
   1.        ]
 [-0.71766001  0.80870998  0.31867999 ...  0.64048314 29.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.32506919 28.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Just', 'make', 'sure', 'that', 'the', 'meat', 'you', 'add', 'is', 'already', 'cooked', 'before', ""it's"", 'put', 'in', 'If', 'you', 'add', 'in', 'raw', 'meat', 'it', 'likely', ""won't"", 'fully', 'cook', 'when', 'the', 'rest', 'of', 'the', 'dish', 'is', 'done', 'and', 'may', 'be', 'raw']",17,[17],"[[20], []]","[[ 0.075026    0.39324999  0.90314001 ...  0.42883912 17.
   1.        ]
 [-0.33252001  0.073082    0.34678    ...  0.2332429  16.
   1.        ]
 [-0.28569999  0.38159999  0.55506998 ...  0.23089662 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'add', 'in', 'raw', 'meat', 'it', 'likely', ""won't"", 'fully', 'cook', 'when', 'the', 'rest', 'of', 'the', 'dish', 'is', 'done', 'and', 'may', 'be', 'raw', 'This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something']",32,"[32, 36, 41, 43]","[[28], []]","[[-0.26269001  0.64240003  0.84802997 ... -0.07458725 32.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.48477101 31.
   1.        ]
 [-1.23930001  0.83368999  0.083531   ... -0.0682236  30.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'add', 'in', 'raw', 'meat', 'it', 'likely', ""won't"", 'fully', 'cook', 'when', 'the', 'rest', 'of', 'the', 'dish', 'is', 'done', 'and', 'may', 'be', 'raw', 'This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something']",36,"[32, 36, 41, 43]","[[28], []]","[[-0.26269001  0.64240003  0.84802997 ... -0.07458725 36.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.48477101 35.
   1.        ]
 [-1.23930001  0.83368999  0.083531   ... -0.0682236  34.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'add', 'in', 'raw', 'meat', 'it', 'likely', ""won't"", 'fully', 'cook', 'when', 'the', 'rest', 'of', 'the', 'dish', 'is', 'done', 'and', 'may', 'be', 'raw', 'This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something']",41,"[32, 36, 41, 43]","[[44], []]","[[-0.26269001  0.64240003  0.84802997 ... -0.07458725 41.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.48477101 40.
   1.        ]
 [-1.23930001  0.83368999  0.083531   ... -0.0682236  39.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'add', 'in', 'raw', 'meat', 'it', 'likely', ""won't"", 'fully', 'cook', 'when', 'the', 'rest', 'of', 'the', 'dish', 'is', 'done', 'and', 'may', 'be', 'raw', 'This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something']",43,"[32, 36, 41, 43]","[[44], []]","[[-0.26269001  0.64240003  0.84802997 ... -0.07458725 43.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.48477101 42.
   1.        ]
 [-1.23930001  0.83368999  0.083531   ... -0.0682236  41.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something', 'You', 'can', 'do', 'everything', 'from', 'adding', 'in', 'some', 'garlic', 'to', 'switching', 'the', 'flavor', 'of', 'condensed', 'soup', 'you', 'use']",27,"[27, 32]","[[30], []]","[[-5.70580006e-01  4.41830009e-01  7.01020002e-01 ...  1.83724523e-01
   2.70000000e+01  1.00000000e+00]
 [-5.42639971e-01  4.14759994e-01  1.03219998e+00 ...  3.43210995e-01
   2.60000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.11705971e+00
   2.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['This', 'is', 'a', 'very', 'forgiving', 'recipe', 'that', 'you', 'can', 'play', 'around', 'with', 'and', 'change', 'if', 'you', 'want', 'to', 'add', 'or', 'omit', 'something', 'You', 'can', 'do', 'everything', 'from', 'adding', 'in', 'some', 'garlic', 'to', 'switching', 'the', 'flavor', 'of', 'condensed', 'soup', 'you', 'use']",32,"[27, 32]","[[34], []]","[[-5.70580006e-01  4.41830009e-01  7.01020002e-01 ...  1.83724523e-01
   3.20000000e+01  1.00000000e+00]
 [-5.42639971e-01  4.14759994e-01  1.03219998e+00 ...  3.43210995e-01
   3.10000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.11705971e+00
   3.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
